Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Sin_hour,Cos_hour,Education,Driving_exp,Casualty_age
4,3,1,Junior high school,0,5-10yr,3,3,5,7,3,6,6,0,3,3,3,7,2,2,4,0,1,18-30,3,0,2,5,0,Slight Injury,0.8169698930104421,-0.5766803221148671,3,5,2
4,1,1,High school,0,Below 1yr,0,0,5,9,0,5,1,0,3,0,3,2,1,1,2,0,1,18-30,3,0,2,5,12,Slight Injury,0.5195839500354336,0.8544194045464886,4,2,2
6,3,1,High school,0,Below 1yr,9,3,5,6,3,5,0,0,3,0,7,7,2,1,2,0,1,18-30,3,0,2,5,1,Slight Injury,0.9422609221188205,-0.33487961217098616,4,2,2
6,1,1,Junior high school,0,5-10yr,4,3,5,6,5,5,0,0,3,0,7,1,2,1,2,0,1,18-30,3,5,2,5,1,Slight Injury,0.9422609221188205,-0.33487961217098616,3,5,2
6,3,1,High school,0,2-5yr,8,3,4,6,3,5,6,0,0,3,2,7,1,1,2,0,1,18-30,3,0,2,5,10,Fatal injury,0.1361666490962471,-0.9906859460363306,4,4,2
4,3,1,Junior high school,0,Above 10yr,5,1,0,2,3,5,3,0,3,0,4,2,2,1,2,0,1,18-30,3,0,2,5,10,Serious Injury,-0.979084087682323,0.2034560130526333,3,6,2
4,4,1,Junior high school,0,Above 10yr,7,3,5,6,3,5,3,0,3,0,4,7,2,1,2,0,0,31-50,3,0,2,5,0,Serious Injury,-0.979084087682323,0.2034560130526333,3,6,3
2,1,1,Junior high school,0,5-10yr,0,3,0,6,3,6,6,0,0,3,3,7,2,1,2,0,1,18-30,3,0,2,5,1,Slight Injury,-0.6310879443260528,-0.7757112907044198,3,5,2
2,0,1,Junior high school,0,1-2yr,3,3,5,6,3,6,6,0,0,3,3,7,2,1,4,0,1,18-30,3,0,2,5,12,Slight Injury,-0.6310879443260528,-0.7757112907044198,3,3,2
2,2,0,Other,0,Below 1yr,4,3,2,6,3,5,1,0,0,0,2,7,1,1,2,0,1,18-30,2,0,2,5,0,Slight Injury,0.5195839500354336,0.8544194045464886,6,2,2
6,3,1,Junior high school,0,Below 1yr,3,3,5,7,3,5,6,0,3,0,3,7,1,1,2,0,1,18-30,3,3,2,5,12,Serious Injury,-0.9976687691905393,-0.06824241336467046,3,2,2
2,0,1,High school,0,2-5yr,0,3,5,9,0,5,6,0,0,3,2,6,2,3,2,1,1,18-30,3,0,2,5,9,Slight Injury,0.1361666490962471,-0.9906859460363306,4,4,2
2,3,1,Junior high school,2,1-2yr,15,3,5,2,5,5,6,0,0,3,2,2,2,3,2,0,1,Under 18,2,0,2,5,18,Slight Injury,0.1361666490962471,-0.9906859460363306,3,3,1
2,3,1,Junior high school,0,5-10yr,15,3,5,7,3,5,6,0,0,3,2,7,2,3,2,0,1,18-30,3,2,2,5,10,Slight Injury,0.1361666490962471,-0.9906859460363306,3,5,2
2,3,1,Elementary school,0,2-5yr,3,3,5,1,3,5,6,0,0,3,2,2,2,3,2,0,1,31-50,3,0,2,5,10,Slight Injury,0.1361666490962471,-0.9906859460363306,2,4,3
3,3,1,Elementary school,2,5-10yr,4,3,5,7,3,5,6,0,0,3,2,7,2,2,2,0,0,18-30,3,0,2,5,10,Slight Injury,0.3984010898462414,-0.917211301505453,2,5,2
3,1,1,Junior high school,0,Above 10yr,4,3,5,4,5,6,6,0,0,3,2,7,2,2,2,0,1,18-30,3,0,2,5,0,Slight Injury,0.3984010898462414,-0.917211301505453,3,6,2
3,1,1,Junior high school,0,5-10yr,3,3,5,7,3,5,6,0,0,3,2,7,2,2,2,0,1,18-30,3,2,2,5,12,Slight Injury,0.3984010898462414,-0.917211301505453,3,5,2
5,1,1,High school,0,5-10yr,16,3,5,7,2,5,6,0,3,0,4,7,2,1,3,0,1,18-30,3,2,2,5,2,Slight Injury,-0.979084087682323,0.2034560130526333,4,5,2
5,0,1,Junior high school,0,5-10yr,3,3,2,2,2,5,6,0,3,0,4,7,2,1,2,2,0,Under 18,3,3,2,5,16,Slight Injury,-0.979084087682323,0.2034560130526333,3,5,1
6,3,1,Junior high school,0,Above 10yr,3,3,2,2,5,5,2,0,0,3,2,2,2,2,2,0,1,18-30,2,0,2,5,13,Slight Injury,-0.39840108984624156,-0.9172113015054529,3,6,2
6,3,1,Junior high school,0,1-2yr,10,3,5,7,3,5,2,0,0,3,2,7,2,2,2,0,1,18-30,3,0,2,5,0,Slight Injury,-0.39840108984624156,-0.9172113015054529,3,3,2
6,1,1,Junior high school,0,2-5yr,0,3,5,7,1,5,2,0,0,3,2,2,2,2,2,2,0,18-30,3,0,2,3,11,Slight Injury,-0.39840108984624156,-0.9172113015054529,3,4,2
5,0,1,Junior high school,0,1-2yr,0,0,1,1,3,5,1,0,0,3,2,7,1,1,3,0,0,31-50,3,0,2,5,0,Slight Injury,-0.816969893010442,-0.5766803221148672,3,3,3
4,3,1,Junior high school,0,5-10yr,8,3,1,7,5,5,6,0,0,3,2,7,1,1,2,0,1,18-30,3,0,2,5,10,Slight Injury,0.631087944326053,-0.7757112907044197,3,5,2
1,2,0,Elementary school,0,5-10yr,0,3,2,6,5,5,6,0,0,3,2,7,3,1,4,0,1,18-30,3,0,2,5,9,Slight Injury,0.1361666490962471,-0.9906859460363306,2,5,2
1,0,1,Junior high school,0,5-10yr,14,3,2,2,3,5,6,0,0,3,2,7,3,1,4,0,1,18-30,3,2,2,5,0,Slight Injury,0.1361666490962471,-0.9906859460363306,3,5,2
1,0,1,Junior high school,0,Above 10yr,0,3,1,6,3,5,6,0,0,3,2,7,3,1,2,0,1,18-30,3,0,2,5,13,Slight Injury,0.1361666490962471,-0.9906859460363306,3,6,2
6,4,1,Junior high school,0,2-5yr,0,3,5,6,5,7,1,0,3,3,2,7,2,2,2,0,1,18-30,3,0,2,5,10,Serious Injury,0.3984010898462414,-0.917211301505453,3,4,2
6,4,1,Junior high school,2,Above 10yr,0,3,1,7,5,5,1,0,3,3,2,7,2,2,2,0,1,18-30,3,0,2,5,9,Serious Injury,0.3984010898462414,-0.917211301505453,3,6,2
6,1,1,Junior high school,0,2-5yr,3,0,5,9,3,5,1,0,3,3,2,7,2,2,2,0,1,18-30,3,0,2,5,10,Serious Injury,0.3984010898462414,-0.917211301505453,3,4,2
4,0,1,Elementary school,1,5-10yr,10,3,1,6,3,6,6,0,0,0,2,7,2,1,4,0,1,18-30,3,1,2,5,0,Slight Injury,-0.979084087682323,0.2034560130526333,2,5,2
4,1,1,Elementary school,0,5-10yr,10,3,1,9,2,5,6,0,0,0,2,7,2,1,2,0,0,31-50,3,0,2,5,0,Slight Injury,-0.979084087682323,0.2034560130526333,2,5,3
0,1,1,Junior high school,0,5-10yr,4,3,5,9,3,5,6,0,0,0,2,7,2,1,1,0,1,18-30,3,4,2,5,11,Slight Injury,-0.979084087682323,0.2034560130526333,3,5,2
0,0,1,Junior high school,0,5-10yr,4,3,5,7,0,5,6,0,0,0,2,6,2,1,2,0,1,31-50,3,0,2,5,0,Slight Injury,-0.979084087682323,0.2034560130526333,3,5,3
0,1,1,Elementary school,0,Above 10yr,8,3,5,3,1,5,6,0,0,3,2,2,1,2,2,0,1,31-50,3,3,2,5,3,Slight Injury,0.1361666490962471,-0.9906859460363306,2,6,3
0,1,1,Junior high school,0,Below 1yr,0,0,5,7,5,5,6,0,0,3,2,7,1,2,2,2,1,18-30,2,3,2,2,3,Slight Injury,0.1361666490962471,-0.9906859460363306,3,2,2
6,3,1,Junior high school,0,5-10yr,0,3,5,7,5,5,1,0,3,0,3,7,2,1,2,1,0,Under 18,3,0,2,5,11,Slight Injury,0.9422609221188205,-0.33487961217098616,3,5,1
6,1,1,Elementary school,0,1-2yr,0,3,5,1,1,6,1,0,3,0,3,2,2,1,2,0,1,18-30,3,0,2,5,7,Slight Injury,0.9422609221188205,-0.33487961217098616,2,3,2
1,0,1,Junior high school,0,5-10yr,3,3,5,7,5,5,6,0,3,0,2,7,2,1,2,0,1,18-30,3,0,2,5,10,Slight Injury,0.0,1.0,3,5,2
1,1,1,Junior high school,0,Above 10yr,3,3,5,7,5,5,6,0,3,0,2,7,2,1,3,0,1,18-30,3,0,2,5,0,Slight Injury,0.0,1.0,3,6,2
2,0,0,High school,2,2-5yr,0,3,5,7,5,5,2,0,3,0,2,7,2,1,2,0,1,18-30,3,3,2,5,12,Serious Injury,-0.8878852184023756,0.4600650377311516,4,4,2
2,1,1,Junior high school,0,1-2yr,14,3,4,6,3,5,2,0,3,0,2,6,2,1,4,0,1,Under 18,3,0,2,5,10,Serious Injury,-0.8878852184023756,0.4600650377311516,3,3,1
6,1,1,Junior high school,0,1-2yr,0,3,1,7,3,6,6,0,0,0,2,6,2,1,2,0,1,18-30,3,0,2,5,11,Slight Injury,-0.8878852184023756,0.4600650377311516,3,3,2
6,4,1,Above high school,2,2-5yr,7,3,5,9,3,5,6,0,0,0,2,1,2,1,2,0,1,18-30,3,0,2,5,11,Slight Injury,-0.8878852184023756,0.4600650377311516,5,4,2
4,2,0,Junior high school,0,5-10yr,13,3,2,7,5,5,1,0,3,3,2,7,2,1,2,0,1,18-30,3,0,2,5,12,Slight Injury,-0.1361666490962464,-0.9906859460363308,3,5,2
4,0,1,Elementary school,2,2-5yr,5,3,5,7,5,5,1,0,3,3,2,7,2,1,2,0,1,18-30,3,0,2,5,3,Slight Injury,-0.1361666490962464,-0.9906859460363308,2,4,2
0,0,1,Junior high school,0,1-2yr,8,3,5,2,5,5,1,0,0,0,2,7,1,1,2,0,1,18-30,3,0,2,5,1,Slight Injury,-0.2697967711570252,0.962917287347799,3,3,2
1,0,1,Junior high school,2,5-10yr,4,3,0,6,5,5,1,0,3,3,2,1,1,1,3,0,1,31-50,2,3,2,5,0,Serious Injury,0.9422609221188205,-0.33487961217098616,3,5,3
0,1,1,Junior high school,0,Below 1yr,5,3,3,11,2,5,6,0,0,3,2,1,2,1,2,0,1,18-30,3,0,2,5,9,Serious Injury,0.9422609221188205,-0.33487961217098616,3,2,2
0,1,1,Junior high school,0,2-5yr,6,3,1,7,5,5,6,0,0,3,2,7,2,1,2,2,0,18-30,3,0,2,1,3,Serious Injury,0.9422609221188205,-0.33487961217098616,3,4,2
2,2,0,Junior high school,0,5-10yr,0,3,0,6,5,5,6,0,0,0,2,7,2,1,2,0,1,18-30,3,2,2,5,4,Serious Injury,-2.4492935982947064e-16,1.0,3,5,2
2,0,1,Junior high school,0,Above 10yr,0,3,0,9,2,3,6,3,0,0,2,7,2,1,2,0,1,31-50,3,0,2,5,4,Serious Injury,-2.4492935982947064e-16,1.0,3,6,3
6,3,1,Elementary school,0,2-5yr,0,3,0,4,1,5,6,0,0,3,2,2,2,1,2,1,1,Over 51,3,0,2,5,11,Serious Injury,-0.816969893010442,-0.5766803221148672,2,4,4
6,1,1,Elementary school,2,Above 10yr,14,3,1,7,5,5,6,0,0,3,2,7,2,1,2,0,0,18-30,3,2,2,5,0,Serious Injury,-0.816969893010442,-0.5766803221148672,2,6,2
6,2,0,Junior high school,0,1-2yr,0,3,0,9,5,5,6,0,3,0,3,2,2,1,2,0,1,18-30,3,0,2,5,1,Serious Injury,-0.9976687691905393,-0.06824241336467046,3,3,2
6,1,1,Junior high school,0,5-10yr,11,3,0,1,3,5,6,0,3,0,3,7,2,1,2,2,0,18-30,3,0,2,5,3,Serious Injury,-0.9976687691905393,-0.06824241336467046,3,5,2
5,0,1,Junior high school,0,2-5yr,11,3,5,6,2,5,0,0,0,3,2,7,1,1,2,0,0,18-30,3,0,2,5,10,Slight Injury,-0.9422609221188204,-0.3348796121709864,3,4,2
2,1,1,Junior high school,0,2-5yr,14,3,5,5,3,5,3,0,0,3,2,2,2,1,2,0,1,18-30,3,0,2,5,7,Serious Injury,-0.39840108984624156,-0.9172113015054529,3,4,2
2,0,1,Junior high school,0,2-5yr,0,3,0,5,3,5,3,0,0,3,2,7,2,1,2,0,1,18-30,3,0,2,5,5,Serious Injury,-0.39840108984624156,-0.9172113015054529,3,4,2
0,3,1,Junior high school,0,2-5yr,2,3,0,5,5,5,3,0,0,3,2,7,2,1,4,0,0,18-30,3,0,2,5,1,Serious Injury,-0.1361666490962464,-0.9906859460363308,3,4,2
0,0,1,Junior high school,0,Above 10yr,0,0,4,5,5,5,3,0,0,3,2,2,2,1,2,2,1,Under 18,2,0,2,1,3,Serious Injury,-0.1361666490962464,-0.9906859460363308,3,6,1
0,3,1,Junior high school,0,Above 10yr,5,3,5,5,2,3,1,1,0,3,2,2,4,5,2,1,0,18-30,3,0,2,5,9,Slight Injury,-0.816969893010442,-0.5766803221148672,3,6,2
0,1,1,Elementary school,0,5-10yr,0,3,5,11,2,3,1,0,0,3,2,7,4,5,2,0,1,18-30,3,0,2,5,18,Slight Injury,-0.816969893010442,-0.5766803221148672,2,5,2
0,1,1,Junior high school,0,5-10yr,10,3,3,5,3,5,1,0,0,3,2,7,4,5,2,0,1,18-30,3,0,2,5,1,Slight Injury,-0.816969893010442,-0.5766803221148672,3,5,2
0,1,1,Junior high school,0,2-5yr,13,3,5,5,5,5,1,0,0,3,2,7,4,5,2,0,1,18-30,3,0,2,5,3,Slight Injury,-0.816969893010442,-0.5766803221148672,3,4,2
0,1,1,Elementary school,0,5-10yr,0,3,5,5,3,0,1,0,0,3,2,7,4,5,2,0,1,18-30,3,2,2,5,12,Slight Injury,-0.816969893010442,-0.5766803221148672,2,5,2
2,4,1,Junior high school,0,5-10yr,10,3,1,5,3,7,1,0,0,0,2,7,2,3,3,0,1,18-30,3,3,2,5,9,Fatal injury,0.730835964278124,0.6825531432186541,3,5,2
0,0,1,Junior high school,0,Above 10yr,0,3,1,6,5,7,6,0,0,0,2,7,2,2,2,1,1,Over 51,3,0,2,5,0,Slight Injury,0.8878852184023752,0.4600650377311522,3,6,4
0,0,1,Junior high school,0,5-10yr,5,3,1,5,5,7,6,0,0,3,2,7,1,1,2,0,1,31-50,3,4,2,5,17,Slight Injury,0.8878852184023752,0.4600650377311522,3,5,3
0,0,1,Junior high school,0,Above 10yr,5,3,5,5,5,7,6,0,3,3,4,7,2,1,2,0,1,18-30,3,2,2,5,10,Slight Injury,0.8878852184023752,0.4600650377311522,3,6,2
0,0,1,Elementary school,0,Below 1yr,9,3,1,5,5,5,6,0,3,3,4,7,2,1,2,0,1,31-50,3,0,2,5,3,Slight Injury,0.8878852184023752,0.4600650377311522,2,2,3
2,0,1,Elementary school,0,5-10yr,5,3,5,6,5,5,6,0,0,0,2,7,2,1,2,0,1,18-30,3,2,2,5,10,Slight Injury,-0.816969893010442,-0.5766803221148672,2,5,2
0,4,1,Elementary school,0,1-2yr,5,3,5,1,5,5,6,0,0,0,2,7,2,1,2,0,1,18-30,3,0,2,5,0,Slight Injury,0.8169698930104421,-0.5766803221148671,2,3,2
3,0,1,Elementary school,0,5-10yr,9,3,3,6,5,5,6,0,0,3,2,7,2,1,2,0,1,18-30,3,2,2,5,11,Slight Injury,0.0,1.0,2,5,2
3,1,1,Elementary school,0,5-10yr,11,3,1,7,3,6,6,0,0,3,2,7,2,1,1,0,1,18-30,3,0,2,5,10,Slight Injury,0.0,1.0,2,5,2
3,1,1,Elementary school,0,2-5yr,0,3,3,9,3,5,6,0,0,3,2,7,3,3,2,0,1,18-30,3,0,2,5,10,Serious Injury,0.0,1.0,2,4,2
3,0,1,Elementary school,0,5-10yr,8,3,3,9,2,5,6,0,0,3,2,7,3,3,2,0,0,18-30,3,0,2,5,0,Serious Injury,0.0,1.0,2,5,2
3,0,1,Junior high school,0,5-10yr,14,3,5,9,5,5,6,0,0,3,2,7,3,3,9,0,1,18-30,3,3,2,5,10,Serious Injury,0.0,1.0,3,5,2
2,2,1,Junior high school,0,Above 10yr,7,3,3,7,5,5,6,0,0,3,2,7,3,3,3,0,1,18-30,3,0,2,5,0,Serious Injury,-0.816969893010442,-0.5766803221148672,3,6,2
2,1,1,Junior high school,0,Above 10yr,0,3,5,6,3,5,6,0,0,3,2,7,1,1,2,0,1,31-50,3,0,2,5,10,Slight Injury,-0.816969893010442,-0.5766803221148672,3,6,3
2,1,1,Elementary school,0,Below 1yr,0,3,5,7,3,5,6,0,0,3,2,2,3,2,3,1,0,31-50,3,1,2,5,10,Slight Injury,-0.816969893010442,-0.5766803221148672,2,2,3
2,4,1,Elementary school,0,5-10yr,14,3,3,7,2,5,6,0,0,3,2,7,3,2,2,0,1,18-30,3,0,2,5,10,Slight Injury,-0.9422609221188204,-0.3348796121709864,2,5,2
2,4,1,Elementary school,2,5-10yr,8,3,2,6,3,5,6,0,0,3,2,1,3,2,2,0,0,31-50,3,2,2,5,0,Slight Injury,-0.9422609221188204,-0.3348796121709864,2,5,3
0,4,1,Elementary school,0,2-5yr,5,3,4,2,2,5,6,0,0,3,2,7,2,1,2,1,0,Over 51,3,0,2,5,1,Slight Injury,0.2697967711570243,0.9629172873477994,2,4,4
0,1,1,Elementary school,0,Above 10yr,0,3,5,7,3,5,6,0,0,3,2,2,2,1,2,2,0,18-30,3,0,2,5,9,Slight Injury,0.2697967711570243,0.9629172873477994,2,6,2
1,3,1,Elementary school,0,2-5yr,0,3,5,7,1,5,6,0,0,0,2,7,3,3,2,0,1,18-30,3,0,2,5,1,Slight Injury,-0.8878852184023756,0.4600650377311516,2,4,2
1,1,1,Junior high school,0,Above 10yr,5,3,5,6,0,5,6,0,0,0,2,7,3,3,2,0,1,Under 18,3,0,2,5,10,Slight Injury,-0.8878852184023756,0.4600650377311516,3,6,1
1,1,0,Junior high school,0,Below 1yr,5,3,5,6,1,6,6,0,0,0,2,7,3,3,2,0,1,18-30,3,0,2,5,16,Slight Injury,-0.8878852184023756,0.4600650377311516,3,2,2
5,0,1,Junior high school,0,2-5yr,5,3,5,6,5,5,6,0,0,0,2,7,3,3,2,0,1,18-30,3,0,2,5,13,Slight Injury,-0.8878852184023756,0.4600650377311516,3,4,2
5,0,1,Elementary school,0,5-10yr,8,3,5,6,0,5,6,0,0,0,2,7,3,3,2,0,1,18-30,3,0,2,5,13,Slight Injury,-0.8878852184023756,0.4600650377311516,2,5,2
2,3,1,Elementary school,0,5-10yr,8,3,5,7,3,5,6,0,0,3,2,6,2,3,2,0,1,18-30,3,0,2,5,1,Slight Injury,-0.9976687691905393,-0.06824241336467046,2,5,2
2,0,1,Elementary school,0,1-2yr,0,3,4,6,5,5,6,0,0,3,2,2,2,3,2,1,1,Under 18,3,0,2,5,11,Slight Injury,-0.9976687691905393,-0.06824241336467046,2,3,1
3,1,1,Elementary school,0,5-10yr,7,3,5,7,3,5,6,0,0,3,2,7,2,3,4,1,1,5,3,0,2,5,12,Slight Injury,-0.5195839500354336,0.8544194045464886,2,5,0
3,1,1,Junior high school,0,1-2yr,0,3,5,7,0,5,6,0,0,3,2,7,2,3,4,0,1,Over 51,3,0,2,5,0,Slight Injury,-0.5195839500354336,0.8544194045464886,3,3,4
1,3,1,Junior high school,0,5-10yr,0,0,5,7,3,5,6,0,0,3,2,2,2,1,2,0,1,18-30,3,0,2,5,0,Slight Injury,-0.6310879443260528,-0.7757112907044198,3,5,2
1,3,1,Elementary school,2,1-2yr,0,3,5,6,3,5,6,0,0,3,2,7,2,1,2,1,0,31-50,3,0,2,5,16,Slight Injury,-0.6310879443260528,-0.7757112907044198,2,3,3
1,0,1,Junior high school,0,5-10yr,11,3,5,6,3,5,6,0,0,3,0,7,2,1,1,0,1,31-50,2,0,2,5,10,Slight Injury,-0.6310879443260528,-0.7757112907044198,3,5,3
3,1,0,Junior high school,0,2-5yr,5,3,5,6,3,5,6,0,0,3,0,7,2,1,2,0,1,18-30,3,0,2,5,12,Slight Injury,-0.9976687691905393,-0.06824241336467046,3,4,2
3,3,1,Junior high school,0,2-5yr,11,0,5,6,3,5,6,0,0,3,2,7,2,2,2,0,1,18-30,3,0,2,5,1,Slight Injury,-0.9976687691905393,-0.06824241336467046,3,4,2
2,0,1,Junior high school,0,5-10yr,0,3,1,2,5,5,6,0,0,3,2,7,2,2,2,0,1,18-30,3,0,2,5,0,Slight Injury,-0.5195839500354336,0.8544194045464886,3,5,2
2,0,1,Junior high school,2,Below 1yr,0,0,5,6,3,5,6,0,0,3,2,7,2,1,2,0,1,18-30,3,0,2,5,10,Slight Injury,-0.5195839500354336,0.8544194045464886,3,2,2
5,0,1,High school,0,Below 1yr,0,0,5,9,3,5,6,0,0,3,2,1,2,1,2,2,1,31-50,3,0,2,1,3,Slight Injury,0.9422609221188205,-0.33487961217098616,4,2,3
5,1,1,Junior high school,0,5-10yr,0,3,5,11,3,5,6,0,0,0,2,7,2,1,1,2,0,18-30,3,0,2,5,11,Slight Injury,0.9422609221188205,-0.33487961217098616,3,5,2
6,1,1,Junior high school,0,Below 1yr,5,3,5,6,5,5,6,0,0,0,2,2,2,1,2,2,0,Under 18,3,0,2,5,3,Slight Injury,0.3984010898462414,-0.917211301505453,3,2,1
6,1,1,Junior high school,0,2-5yr,0,3,2,7,5,5,6,0,0,3,2,7,2,2,2,0,1,18-30,3,0,2,5,9,Slight Injury,-0.39840108984624156,-0.9172113015054529,3,4,2
6,1,1,Junior high school,0,2-5yr,10,3,5,7,0,5,6,0,0,3,2,7,2,2,4,0,1,31-50,3,0,2,5,10,Slight Injury,-0.39840108984624156,-0.9172113015054529,3,4,3
6,1,0,Junior high school,0,5-10yr,0,0,5,7,0,5,6,0,0,3,2,7,2,2,2,0,1,31-50,3,0,2,5,10,Slight Injury,-0.39840108984624156,-0.9172113015054529,3,5,3
4,0,1,Elementary school,0,5-10yr,11,3,2,7,3,5,6,0,0,3,2,7,3,1,2,0,0,31-50,3,3,2,5,10,Slight Injury,0.1361666490962471,-0.9906859460363306,2,5,3
4,0,1,Junior high school,2,5-10yr,5,3,5,6,0,6,6,0,0,3,2,7,3,1,2,1,0,31-50,3,0,2,5,0,Slight Injury,0.1361666490962471,-0.9906859460363306,3,5,3
6,0,1,Junior high school,0,5-10yr,0,3,5,6,3,5,6,0,0,3,2,7,3,1,2,0,1,18-30,3,0,2,5,0,Slight Injury,-0.8878852184023756,0.4600650377311516,3,5,2
6,0,1,Junior high school,2,5-10yr,4,3,5,6,3,6,6,0,0,3,2,7,2,1,2,2,1,31-50,3,3,2,2,9,Slight Injury,-0.8878852184023756,0.4600650377311516,3,5,3
0,1,1,Illiterate,0,2-5yr,10,3,5,6,3,6,6,0,0,3,2,7,2,1,7,0,1,18-30,3,0,2,5,1,Slight Injury,0.631087944326053,-0.7757112907044197,0,4,2
0,0,1,Junior high school,0,5-10yr,10,3,5,6,1,5,6,0,3,3,4,7,1,1,4,0,1,18-30,3,0,2,5,12,Slight Injury,0.631087944326053,-0.7757112907044197,3,5,2
6,0,1,Junior high school,0,Below 1yr,0,3,5,6,3,5,6,0,0,3,2,2,2,1,2,0,0,18-30,3,2,2,5,9,Slight Injury,-0.6310879443260528,-0.7757112907044198,3,2,2
6,3,1,Junior high school,0,1-2yr,3,3,5,6,3,5,6,0,0,3,2,7,2,1,2,0,1,18-30,3,0,2,5,3,Slight Injury,-0.6310879443260528,-0.7757112907044198,3,3,2
0,1,1,Elementary school,0,2-5yr,5,3,2,7,5,5,6,0,0,3,2,2,2,1,2,0,1,Under 18,3,3,2,5,3,Slight Injury,-0.6310879443260528,-0.7757112907044198,2,4,1
0,1,1,Elementary school,0,2-5yr,4,3,5,7,3,5,6,0,0,3,2,7,2,1,2,1,0,18-30,3,0,2,5,5,Slight Injury,-0.6310879443260528,-0.7757112907044198,2,4,2
5,2,1,Elementary school,0,5-10yr,5,3,1,9,3,5,6,0,3,3,4,7,1,1,2,0,1,18-30,3,0,2,5,11,Serious Injury,-0.2697967711570252,0.962917287347799,2,5,2
5,3,1,Junior high school,0,5-10yr,9,3,5,7,3,5,6,0,0,3,2,7,2,1,2,2,0,31-50,3,0,2,1,12,Slight Injury,-0.2697967711570252,0.962917287347799,3,5,3
4,0,1,Junior high school,0,5-10yr,0,3,2,7,3,5,6,0,0,3,2,1,2,1,2,0,1,18-30,3,0,2,5,3,Slight Injury,0.9422609221188205,-0.33487961217098616,3,5,2
4,1,1,Junior high school,0,Above 10yr,15,0,5,7,3,5,6,0,0,3,2,7,3,2,2,2,0,18-30,3,0,2,5,9,Slight Injury,0.9422609221188205,-0.33487961217098616,3,6,2
4,0,1,Junior high school,0,Above 10yr,0,3,2,7,5,5,6,0,0,3,2,7,3,2,2,0,1,Over 51,3,0,2,5,3,Slight Injury,0.9422609221188205,-0.33487961217098616,3,6,4
4,1,2,Junior high school,2,Above 10yr,0,3,5,4,5,5,6,0,0,3,2,7,3,2,3,0,1,18-30,3,0,2,5,12,Slight Injury,0.9422609221188205,-0.33487961217098616,3,6,2
6,1,1,Junior high school,0,Other,0,3,2,4,5,5,6,0,3,3,4,1,2,1,3,0,1,18-30,3,0,2,5,1,Slight Injury,0.8169698930104421,-0.5766803221148671,3,0,2
6,1,0,Junior high school,0,5-10yr,5,3,5,2,0,5,6,0,3,3,4,2,2,1,9,0,1,18-30,3,0,2,5,0,Slight Injury,0.8169698930104421,-0.5766803221148671,3,5,2
5,3,1,Junior high school,0,2-5yr,0,3,5,7,5,5,6,0,0,3,2,7,2,1,4,1,1,Over 51,3,4,2,5,12,Serious Injury,-0.9422609221188204,-0.3348796121709864,3,4,4
0,0,1,Elementary school,0,5-10yr,0,3,3,7,5,5,6,1,0,3,2,7,2,1,4,1,0,31-50,2,0,2,5,3,Serious Injury,-0.2697967711570252,0.962917287347799,2,5,3
0,0,1,Junior high school,0,2-5yr,5,3,5,6,5,5,6,0,3,3,2,7,2,1,2,0,1,18-30,3,0,2,5,9,Slight Injury,-0.2697967711570252,0.962917287347799,3,4,2
0,0,1,High school,2,5-10yr,0,3,5,6,5,5,6,0,3,3,2,7,2,1,2,0,1,18-30,3,0,2,5,10,Slight Injury,-0.2697967711570252,0.962917287347799,4,5,2
0,0,1,Junior high school,0,Above 10yr,0,0,4,9,3,5,6,0,0,3,2,7,2,1,4,2,0,31-50,3,0,2,3,0,Slight Injury,-0.2697967711570252,0.962917287347799,3,6,3
2,0,0,Junior high school,0,2-5yr,0,3,5,4,5,5,6,0,0,3,2,7,2,1,4,2,1,18-30,3,0,2,2,0,Slight Injury,0.730835964278124,0.6825531432186541,3,4,2
5,3,1,Elementary school,0,2-5yr,15,3,5,6,5,5,6,3,0,3,2,7,2,1,2,2,1,18-30,3,0,2,2,10,Serious Injury,0.631087944326053,-0.7757112907044197,2,4,2
5,2,1,High school,2,Above 10yr,0,3,5,7,5,5,6,0,0,3,2,2,2,1,7,0,1,18-30,3,0,2,5,0,Serious Injury,0.631087944326053,-0.7757112907044197,4,6,2
5,2,1,Elementary school,0,1-2yr,0,3,5,7,3,5,6,0,0,3,2,2,1,2,4,0,1,18-30,3,0,2,5,3,Serious Injury,0.631087944326053,-0.7757112907044197,2,3,2
5,2,1,Junior high school,0,Above 10yr,0,3,5,9,5,5,6,0,0,3,2,7,1,2,9,0,1,18-30,3,0,2,5,0,Serious Injury,0.631087944326053,-0.7757112907044197,3,6,2
5,2,1,Junior high school,0,5-10yr,8,3,5,6,3,5,6,0,3,3,2,7,2,1,2,0,1,31-50,3,0,2,5,10,Slight Injury,0.631087944326053,-0.7757112907044197,3,5,3
